customer_id,name,credit_score,loan_id,default_risk
979,"Ronnie Andrews",436,1034,Low
585,"Jennifer Summers",436,281,High
615,"Robert Kelly MD",436,2634,Low
633,"Jill Murphy",436,1139,High
585,"Jennifer Summers",436,2451,Low
585,"Jennifer Summers",436,2450,Medium
633,"Jill Murphy",436,1167,Medium
615,"Robert Kelly MD",436,496,Medium
633,"Jill Murphy",436,2300,Low
633,"Jill Murphy",436,2227,Medium
615,"Robert Kelly MD",436,2160,Low
979,"Ronnie Andrews",436,686,Low
615,"Robert Kelly MD",436,1781,Low
566,"Suzanne Rivers",437,1488,High
213,"Linda Graham",437,115,High
213,"Linda Graham",437,973,Low
213,"Linda Graham",437,2732,Medium
566,"Suzanne Rivers",437,2556,Low
566,"Suzanne Rivers",437,1169,High
566,"Suzanne Rivers",437,2113,Low
213,"Linda Graham",437,612,High
510,"Jeffrey Stone",438,1566,Medium
535,"David Crane",439,10,Low
873,"Troy Webb",439,2968,High
535,"David Crane",439,2932,Low
535,"David Crane",439,340,High
535,"David Crane",439,2626,Medium
535,"David Crane",439,520,Low
873,"Troy Webb",439,674,High
9,"Margaret Miller",440,2828,Medium
9,"Margaret Miller",440,1119,Low
9,"Margaret Miller",440,505,High
654,"Heather Vance",440,548,Low
654,"Heather Vance",440,615,Low
654,"Heather Vance",440,2063,High
358,"Thomas Avila",440,2035,Low
654,"Heather Vance",440,1357,Medium
9,"Margaret Miller",440,1402,Low
358,"Thomas Avila",440,793,Medium
613,"Tom Clark",441,2821,High
215,"Brian Bruce",441,1919,Low
160,"Christina Davis",442,163,Medium
160,"Christina Davis",442,2538,High
160,"Christina Davis",442,838,High
818,"Nathan Robinson",443,254,Medium
818,"Nathan Robinson",443,424,Medium
818,"Nathan Robinson",443,691,High
282,"Crystal Adams",444,1518,High
18,"Vanessa Smith",444,984,Low
282,"Crystal Adams",444,2790,Low
255,"Colin Thomas",444,2692,High
18,"Vanessa Smith",444,2661,Low
753,"Rhonda Brown",445,910,High
79,"Mr. Henry Duffy",445,2243,Low
79,"Mr. Henry Duffy",445,2166,Medium
753,"Rhonda Brown",445,2099,Medium
79,"Mr. Henry Duffy",445,1987,Medium
753,"Rhonda Brown",445,813,Low
848,"Christopher Cobb",446,1179,Low
848,"Christopher Cobb",446,1993,Medium
497,"Rachel Montgomery",447,12,Low
966,"Shannon Martin",447,276,High
497,"Rachel Montgomery",447,2624,Medium
966,"Shannon Martin",447,2131,Low
966,"Shannon Martin",447,765,Low
559,"Heather Berry",448,2953,Medium
559,"Heather Berry",448,415,Low
304,"James Perry",449,64,Low
304,"James Perry",449,2985,Low
395,"Michelle Macdonald",449,2874,High
395,"Michelle Macdonald",449,2627,Medium
395,"Michelle Macdonald",449,1171,Medium
395,"Michelle Macdonald",449,1839,Low
913,"Richard Macdonald",451,39,High
195,"Cynthia Arnold",451,2967,Low
913,"Richard Macdonald",451,2830,Medium
195,"Cynthia Arnold",451,290,Medium
203,"Teresa Berry",451,597,Medium
203,"Teresa Berry",451,1288,Medium
195,"Cynthia Arnold",451,1934,High
913,"Richard Macdonald",451,1735,Low
203,"Teresa Berry",451,839,Low
268,"Hannah Smith",452,2691,Low
107,"Luis Hall",452,398,High
268,"Hannah Smith",452,1163,Medium
268,"Hannah Smith",452,1406,Low
611,"Julie Delgado",453,88,High
611,"Julie Delgado",453,1573,High
611,"Julie Delgado",453,95,Medium
611,"Julie Delgado",453,2795,Medium
546,"Lauren Berry",453,2777,Medium
546,"Lauren Berry",453,2709,Low
611,"Julie Delgado",453,2406,Low
579,"Wanda Smith",453,2317,Medium
546,"Lauren Berry",453,2181,Low
579,"Wanda Smith",453,629,Medium
611,"Julie Delgado",453,2014,Medium
546,"Lauren Berry",453,1881,Medium
546,"Lauren Berry",453,1382,High
546,"Lauren Berry",453,1829,Medium
261,"Robert Carpenter",454,873,Low
192,"Alyssa Dennis",454,68,High
261,"Robert Carpenter",454,2812,Low
261,"Robert Carpenter",454,2671,Medium
192,"Alyssa Dennis",454,2499,High
192,"Alyssa Dennis",454,1421,Low
286,"Christopher Burnett",456,1493,High
225,"Eugene Kim",456,2971,Medium
225,"Eugene Kim",456,1016,Low
782,"Jason Harvey",456,250,Medium
782,"Jason Harvey",456,2756,Low
286,"Christopher Burnett",456,2572,High
286,"Christopher Burnett",456,2449,High
782,"Jason Harvey",456,2363,Low
225,"Eugene Kim",456,2352,High
782,"Jason Harvey",456,2148,Medium
859,"Todd Cisneros",457,1360,Medium
859,"Todd Cisneros",457,1126,High
868,"Stephanie Ruiz",457,103,High
859,"Todd Cisneros",457,1722,Medium
859,"Todd Cisneros",457,905,Medium
859,"Todd Cisneros",457,1730,High
868,"Stephanie Ruiz",457,2296,High
868,"Stephanie Ruiz",457,753,Low
868,"Stephanie Ruiz",457,2767,Medium
853,"Garrett Lang",459,2480,Medium
853,"Garrett Lang",459,185,High
988,"Dylan Mcdonald",460,2664,Low
396,"Erica Terrell",460,2056,Medium
396,"Erica Terrell",460,2132,Medium
988,"Dylan Mcdonald",460,577,High
988,"Dylan Mcdonald",460,1134,High
115,"Bobby Huff",460,1893,Low
115,"Bobby Huff",460,1369,Medium
115,"Bobby Huff",460,1883,Medium
115,"Bobby Huff",460,2283,Medium
115,"Bobby Huff",460,791,Low
988,"Dylan Mcdonald",460,1091,Medium
396,"Erica Terrell",460,2231,Medium
620,"Heather Dunn",461,266,Low
521,"Luis Ferguson",461,525,Medium
521,"Luis Ferguson",461,2001,High
620,"Heather Dunn",461,578,High
620,"Heather Dunn",461,1989,Medium
521,"Luis Ferguson",461,2463,Medium
620,"Heather Dunn",461,2278,High
183,"Michael Barnes",462,1961,High
183,"Michael Barnes",462,15,Medium
183,"Michael Barnes",462,2007,Medium
183,"Michael Barnes",462,2827,Low
183,"Michael Barnes",462,305,Medium
183,"Michael Barnes",462,338,High
183,"Michael Barnes",462,1708,High
183,"Michael Barnes",462,192,Low
183,"Michael Barnes",462,2507,Low
183,"Michael Barnes",462,699,Low
183,"Michael Barnes",462,449,High
210,"Henry Ritter",463,342,Medium
210,"Henry Ritter",463,1714,Low
292,"Nancy Robinson",463,833,Low
159,"Ann Mooney",464,1172,High
159,"Ann Mooney",464,2498,Medium
159,"Ann Mooney",464,308,Low
355,"Brooke Downs",466,1814,Medium
51,"Richard Lee",466,2048,Medium
355,"Brooke Downs",466,1988,Medium
51,"Richard Lee",466,1585,Low
51,"Richard Lee",466,2477,Low
51,"Richard Lee",466,1290,Low
355,"Brooke Downs",466,1914,Low
51,"Richard Lee",466,861,Low
51,"Richard Lee",466,204,High
728,"Karen Riley",467,168,Low
728,"Karen Riley",467,334,High
728,"Karen Riley",467,2937,Medium
728,"Karen Riley",467,2245,Low
728,"Karen Riley",467,1537,Low
968,"Gerald Gonzalez",468,2052,Medium
968,"Gerald Gonzalez",468,2943,Low
364,"Jacqueline Guerrero",468,972,Low
968,"Gerald Gonzalez",468,2437,Medium
364,"Jacqueline Guerrero",468,1634,High
364,"Jacqueline Guerrero",468,195,Medium
364,"Jacqueline Guerrero",468,837,Low
745,"Daniel Stewart",469,146,Low
745,"Daniel Stewart",469,795,Low
850,"Sarah Dean",469,1188,Low
981,"Ricky Schroeder",471,1140,Low
981,"Ricky Schroeder",471,259,Low
638,"Lucas Scott",472,1937,High
240,"Laura Simmons",472,1719,High
681,"Amy Meyer",472,2887,High
240,"Laura Simmons",472,559,Low
681,"Amy Meyer",472,1320,Low
638,"Lucas Scott",472,408,Low
638,"Lucas Scott",472,705,Low
632,"Charlotte Alvarez",473,328,High
632,"Charlotte Alvarez",473,1903,Medium
441,"Daniel Webb",474,1556,High
441,"Daniel Webb",474,1587,Low
820,"Michael Mclaughlin",474,2800,High
704,"Matthew Ortiz",475,1609,High
704,"Matthew Ortiz",475,1973,High
704,"Matthew Ortiz",475,740,Low
704,"Matthew Ortiz",475,1526,Low
582,"Antonio Oneill",477,1025,High
125,"Carrie Smith",477,2725,Medium
125,"Carrie Smith",477,1968,Medium
582,"Antonio Oneill",477,2904,Low
125,"Carrie Smith",477,2476,Low
125,"Carrie Smith",477,511,Medium
582,"Antonio Oneill",477,2737,Medium
860,"Shirley Torres",478,92,Low
860,"Shirley Torres",478,2922,Low
860,"Shirley Torres",478,337,Medium
860,"Shirley Torres",478,901,Low
860,"Shirley Torres",478,2625,Low
776,"Marissa Duncan",479,1957,High
658,"Theresa Guzman",479,2394,High
3,"Mark Olson",479,2495,Low
776,"Marissa Duncan",479,2134,High
658,"Theresa Guzman",479,971,Low
3,"Mark Olson",479,945,Medium
3,"Mark Olson",479,348,Low
776,"Marissa Duncan",479,1366,Medium
658,"Theresa Guzman",479,395,High
658,"Theresa Guzman",479,1890,High
776,"Marissa Duncan",479,865,Medium
658,"Theresa Guzman",479,1317,Low
927,"Timothy Martin",481,1557,High
492,"Willie Allen",481,2667,High
11,"Jason James",481,454,Medium
492,"Willie Allen",481,274,High
11,"Jason James",481,1578,Low
492,"Willie Allen",481,1673,High
927,"Timothy Martin",481,45,Low
11,"Jason James",481,2824,High
11,"Jason James",481,591,Medium
11,"Jason James",481,1048,Low
927,"Timothy Martin",481,2176,Low
492,"Willie Allen",481,558,Low
176,"Miranda Rodriguez",482,2220,Medium
176,"Miranda Rodriguez",482,2607,High
323,"Steven Ray",482,2703,Medium
323,"Steven Ray",482,1456,High
176,"Miranda Rodriguez",482,2312,Medium
176,"Miranda Rodriguez",482,814,Medium
472,"Virginia Jacobs",483,585,Medium
472,"Virginia Jacobs",483,2994,Medium
472,"Virginia Jacobs",483,2016,High
134,"Joshua Cabrera",484,462,High
134,"Joshua Cabrera",484,1522,High
602,"Janice Jenkins",484,1962,Low
602,"Janice Jenkins",484,2414,Low
416,"Charles Tran",484,1052,High
416,"Charles Tran",484,2618,Medium
416,"Charles Tran",484,2069,Low
992,"Taylor Marsh",484,1643,Medium
992,"Taylor Marsh",484,1878,Low
602,"Janice Jenkins",484,2896,High
602,"Janice Jenkins",484,18,Medium
134,"Joshua Cabrera",484,1187,Low
416,"Charles Tran",484,2401,High
297,"Mia Brown",486,209,Low
297,"Mia Brown",486,1331,High
672,"Tina Stone",488,588,Low
665,"Robert Young",488,121,Low
672,"Tina Stone",488,296,Low
672,"Tina Stone",488,2998,Medium
665,"Robert Young",488,1274,High
672,"Tina Stone",488,2445,Low
